ensembl_gene_id,entrezgene_id,external_gene_name,uniprot_gn_symbol
ENSG00000249184,105377488,NA,NA
ENSG00000249241,101060498,LINC02265,NA
ENSG00000249242,441027,TMEM150C,TMEM150C
ENSG00000249252,101929095,C1QTNF7-AS1,NA
ENSG00000249297,105377536,LINC02174,NA
ENSG00000249317,105377480,NA,NA
ENSG00000249341,100506444,NA,NA
ENSG00000249348,100885776,UGDH-AS1,NA
ENSG00000249382,105377245,LINC02619,NA
ENSG00000249419,101928052,NA,NA
ENSG00000249464,285419,LINC01091,NA
ENSG00000249500,101928151,LINC01179,NA
ENSG00000249502,121232375,MED28-DT,NA
ENSG00000249532,109864269,MIR302CHG,NA
ENSG00000249534,101928776,LINC01258,NA
ENSG00000249581,645104,CLRN2,CLRN2
ENSG00000249592,100129917,PCGF3-AS1,NA
ENSG00000249613,105377355,LINC02173,NA
ENSG00000249614,105377349,LINC02503,NA
ENSG00000249618,107986313,LINC02465,NA
ENSG00000249631,107986178,NA,NA
ENSG00000249635,101929577,NA,NA
ENSG00000249667,106144599,LINC01259,NA
ENSG00000249693,100506564,SPMAP2L,SPMAP2L
ENSG00000249699,101929199,LINC02261,NA
ENSG00000249700,100506462,SRD5A3-AS1,NA
ENSG00000249710,101929353,DDIT4L-AS1,NA
ENSG00000249717,100507388,PARM1-AS1,NA
ENSG00000249784,677770,SCARNA22,NA
ENSG00000249811,100287478,USP17L21,USP17L21
ENSG00000249818,102724700,NA,NA
ENSG00000249833,100506907,CFAP100-DT,NA
ENSG00000249846,105374104,LINC02021,NA
ENSG00000249885,100874374,ARHGEF38-IT1,NA
ENSG00000249948,57733,GBA3,GBA3
ENSG00000249992,25907,TMEM158,TMEM158
ENSG00000249993,85003,BFSP2-AS1,NA
ENSG00000250033,641364,SLC7A11-AS1,NA
ENSG00000250062,101929064,MAPK10-AS1,NA
ENSG00000250075,101927237,NA,NA
ENSG00000250078,124900833,NA,NA
ENSG00000250092,105374516,NA,NA
ENSG00000250102,105377424,LINC02377,NA
ENSG00000250103,110231149,PANCR,NA
ENSG00000250125,401134,LINC02232,NA
ENSG00000250170,100874298,RASA2-IT1,NA
ENSG00000250174,100873940,MYLK-AS2,NA
ENSG00000250195,105377448,NA,NA
ENSG00000250218,100874204,ALDH1L1-AS1,NA
ENSG00000250223,100874275,LINC01216,NA
ENSG00000250252,107986319,LINC02430,NA
ENSG00000250254,10744,PTTG2,NA
ENSG00000250298,100507096,GIMD1,GIMD1
ENSG00000250302,152578,LINC01618,NA
ENSG00000250312,255403,ZNF718,ZNF718
ENSG00000250317,389203,SMIM20,SMIM20
ENSG00000250334,100506035,LINC00989,NA
ENSG00000250340,105377671,LINC02494,NA
ENSG00000250361,2994,GYPB,GYPB
ENSG00000250374,391714,TRIM75,TRIM75
ENSG00000250392,100996694,LINC02502,NA
ENSG00000250406,124900792,NA,NA
ENSG00000250433,101927808,CLSTN2-AS1,NA
ENSG00000250436,728040,LINC02499,NA
ENSG00000250456,339978,LINC02260,NA
ENSG00000250486,152756,FAM218A,NA
ENSG00000250546,101928978,LINC02994,NA
ENSG00000250582,101927659,SMAD1-AS2,NA
ENSG00000250608,339874,NUDT16-DT,NA
ENSG00000250632,100133461,LINC02171,NA
ENSG00000250634,152742,LINC01182,NA
ENSG00000250673,345051,REELD1,REELD1
ENSG00000250708,101928478,LINC02269,NA
ENSG00000250745,100287441,USP17L20,USP17L20
ENSG00000250772,101927007,LINC01365,NA
ENSG00000250781,105374428,NA,NA
ENSG00000250819,101929123,LINC02493,NA
ENSG00000250821,644145,EXOC1L,EXOC1L
ENSG00000250844,100287364,USP17L18,USP17L18
ENSG00000250846,100144602,EPHA5-AS1,NA
ENSG00000250910,102724776,MAP9-AS1,NA
ENSG00000250915,101928532,NA,NA
ENSG00000250930,100873939,LNX1-AS1,NA
ENSG00000250954,101928622,NA,NA
ENSG00000250968,100506107,LINC02382,NA
ENSG00000251040,105377652,LINC02480,NA
ENSG00000251059,101928942,PRKG2-AS1,NA
ENSG00000251173,101410542,UCHL1-DT,NA
ENSG00000251175,101929529,GSTCD-AS1,NA
ENSG00000251210,101929019,LINC02270,NA
ENSG00000251216,105377543,NA,NA
ENSG00000251219,100874276,LINC01217,NA
ENSG00000251249,100505685,LINC03074,NA
ENSG00000251266,105377247,LINC02429,NA
ENSG00000251287,644974,ALG1L2,ALG1L2
ENSG00000251321,118425,PCAT4,NA
ENSG00000251329,101927363,LINC02353,NA
ENSG00000251339,105377672,NA,NA
ENSG00000251350,100506827,LINC02475,NA
ENSG00000251372,100874047,LINC00499,NA
ENSG00000251383,441025,LINC02483,NA
ENSG00000251398,104355285,LINC01256,NA
ENSG00000251432,100507487,LINC02615,NA
ENSG00000251600,441046,GUSBP5,NA
ENSG00000251620,101410545,STPG2-AS1,NA
ENSG00000251632,105377443,LINC02172,NA
ENSG00000251649,101927109,LINC02379,NA
ENSG00000251652,105374344,NA,NA
ENSG00000251676,101927305,SNHG27,NA
ENSG00000251694,391627,USP17L9P,NA
ENSG00000252466,100313840,MIR2115,NA
ENSG00000253548,152138,PYDC2,PYDC2
ENSG00000254531,90024,FLJ20021,NA
ENSG00000254535,132430,PABPC4L,PABPC4L
ENSG00000255072,84992,PIGY,PIGY
ENSG00000255154,109703458,HTD2,RPP14
ENSG00000255423,55096,EBLN2,EBLN2
ENSG00000255458,105374419,SMIM14-DT,NA
ENSG00000256043,1519,CTSO,CTSO
ENSG00000256394,51802,ASIC5,ASIC5
ENSG00000256628,100009676,ZBTB11-AS1,NA
ENSG00000259956,29890,RBM15B,RBM15B
ENSG00000260236,119863865,PTPN23-DT,NA
ENSG00000260278,119863864,BMP2K-DT,NA
ENSG00000260519,119863863,ATP8A1-DT,NA
ENSG00000261083,101927087,LINC02516,NA
ENSG00000261121,107986266,LINC02473,NA
ENSG00000261268,101927490,QKILA,NA
ENSG00000261488,112806053,TBILA,NA
ENSG00000261501,119545622,BBS7-DT,NA
ENSG00000261758,119139906,STAG1-DT,NA
ENSG00000261761,100508631,LINC02616,NA
ENSG00000261796,100534599,ISY1-RAB43,NA
ENSG00000263445,100616299,MIR4450,NA
ENSG00000263631,100616201,MIR378D1,NA
ENSG00000263634,100500803,MIR3919,NA
ENSG00000263642,100616274,MIR4802,NA
ENSG00000263776,619568,SNORA4,NA
ENSG00000263932,100616127,MIR4448,NA
ENSG00000263981,100847027,MIR5705,NA
ENSG00000264013,100500875,MIR3938,NA
ENSG00000264084,100847077,MIR5688,NA
ENSG00000264105,100500881,MIR3688-1,NA
ENSG00000264119,100616161,MIR4795,NA
ENSG00000264274,100616246,MIR4799,NA
ENSG00000264319,100616435,MIR4801,NA
ENSG00000264330,100847036,MIR5186,NA
ENSG00000264477,100847043,MIR5682,NA
ENSG00000264585,100616436,MIR4449,NA
ENSG00000264614,100847054,MIR5588,NA
ENSG00000264621,100847065,MIR5591,NA
ENSG00000264623,100616166,MIR4796,NA
ENSG00000264633,100422952,MIR4271,NA
ENSG00000264658,100616471,MIR4798,NA
ENSG00000264678,100422896,MIR3140,NA
ENSG00000264897,100500859,MIR3921,NA
ENSG00000264931,100423011,MIR3138,NA
ENSG00000264974,100616395,MIR4789,NA
ENSG00000264986,100847039,MIR5092,NA
ENSG00000265193,100500877,MIR3923,NA
ENSG00000265213,100500867,MIR3684,NA
ENSG00000265253,100616476,MIR4446,NA
ENSG00000265328,100616336,MIR548AB,NA
ENSG00000265333,100422926,MIR3137,NA
ENSG00000265355,100422859,MIR3136,NA
ENSG00000265433,100616485,MIR4447,NA
ENSG00000265470,100847078,MIR548AQ,NA
ENSG00000265483,100616407,MIR4443,NA
ENSG00000265623,100423017,MIR3139,NA
ENSG00000265829,100616450,MIR548AG1,NA
ENSG00000265846,100423042,MIR4276,NA
ENSG00000265850,100616216,MIR4797,NA
ENSG00000265859,100847040,MIR5704,NA
ENSG00000265956,100616129,MIR4445,NA
ENSG00000265981,100422864,MIR544B,NA
ENSG00000265992,790952,ESRG,NA
ENSG00000266240,100847023,MIR5091,NA
ENSG00000266383,100847021,MIR5002,NA
ENSG00000266396,100422955,MIR4273,NA
ENSG00000266421,100616349,MIR4451,NA
ENSG00000266515,100616463,MIR4452,NA
ENSG00000266690,100422826,MIR4274,NA
ENSG00000266780,100846999,MIR4444-2,NA
ENSG00000268324,83598,LRRC2-AS1,NA
ENSG00000268471,54553,MIR4453HG,NA
ENSG00000270170,152217,NCBP2AS2,NCBP2AS2
ENSG00000270194,152048,GOLGA4-AS1,NA
ENSG00000270562,126568846,FOXP1-DT,NA
ENSG00000270751,102191832,FBXW7-AS1,NA
ENSG00000270959,339929,LPP-AS2,NA
ENSG00000271270,100507032,TMCC1-DT,NA
ENSG00000271271,574537,UGT2A2,UGT2A2
ENSG00000271817,124900922,U3,NA
ENSG00000271856,101929623,LINC01215,NA
ENSG00000271858,101928965,NA,NA
ENSG00000271922,124906350,NA,NA
ENSG00000272146,106144532,ARF4-AS1,NA
ENSG00000272414,100631383,FAM47E-STBD1,FAM47E-STBD1
ENSG00000272543,100616138,MIR4787,NA
ENSG00000272573,389125,MUSTN1,MUSTN1
ENSG00000272602,152687,ZNF595,ZNF595
ENSG00000272610,151877,MAGI1-IT1,NA
ENSG00000272620,84740,AFAP1-AS1,NA
ENSG00000272677,101928963,HNRNPD-DT,NA
ENSG00000272690,107986100,LINC02018,NA
ENSG00000272727,105377466,LINC02266,NA
ENSG00000272795,124900758,GAR1-DT,NA
ENSG00000272840,105374312,NA,NA
ENSG00000272856,105377321,SCPPPQ1,SCPPPQ1
ENSG00000272870,105377540,SAP30-DT,NA
ENSG00000272886,55802,DCP1A,DCP1A
ENSG00000272970,107986163,NA,NA
ENSG00000273033,100129550,LINC02035,NA
ENSG00000273125,101929607,LINC01990,NA
ENSG00000273238,112441426,TMEM271,TMEM271
ENSG00000273396,103695434,LINC01396,NA
ENSG00000273882,102465868,MIR8066,NA
ENSG00000275067,102466199,MIR6825,NA
ENSG00000275108,124906343,U7,NA
ENSG00000275163,10242,NA,NA
ENSG00000275334,102464817,MIR5787,NA
ENSG00000275670,102466253,MIR8076,NA
ENSG00000275789,102465866,MIR8064,NA
ENSG00000275810,102465878,MIR8082,NA
ENSG00000275994,677809,SNORA24,NA
ENSG00000276083,102465857,MIR7976,NA
ENSG00000276489,102465977,MIR6829,NA
ENSG00000276656,102464832,MIR6083,NA
ENSG00000277388,102467004,MIR8053,NA
ENSG00000278103,102465864,MIR8060,NA
ENSG00000278438,102465837,MIR7849,NA
ENSG00000278502,102466953,MIR6082,NA
ENSG00000278658,102465496,MIR6826,NA
ENSG00000278799,102465494,MIR6823,NA
ENSG00000279328,124906280,NA,NA
ENSG00000279891,401105,FLJ42393,NA
ENSG00000280620,100861563,SCAANT1,NA
ENSG00000280650,359822,KCNIP4-IT1,NA
ENSG00000280739,285266,EIF1B-AS1,NA
ENSG00000280927,285463,CTBP1-AS,NA
ENSG00000281202,285547,LINC01097,NA
ENSG00000281358,102060282,RASSF1-AS1,NA
ENSG00000281392,100846978,LINC00506,NA
ENSG00000281426,103504735,MIR548BB,NA
ENSG00000281473,140464,PISRT1,NA
ENSG00000281691,100775107,RBM5-AS1,NA
ENSG00000281708,711,ERC2-IT1,NA
ENSG00000281731,101929741,METTL14-DT,NA
ENSG00000282904,107986277,NA,NA
ENSG00000283036,100506319,LINC01988,NA
ENSG00000283083,102723525,LINC02498,NA
ENSG00000283154,100505385,IQCJ-SCHIP1,IQCJ-SCHIP1
ENSG00000283175,101929130,NA,NA
ENSG00000283183,105374338,NA,NA
ENSG00000283193,100302188,MIR1243,NA
ENSG00000283207,100313806,MIR1255B1,NA
ENSG00000283275,100422937,MIR4275,NA
ENSG00000283281,102465859,MIR7978,NA
ENSG00000283298,100422941,MIR4272,NA
ENSG00000283314,105374540,LINC02357,NA
ENSG00000283333,102465858,MIR7977,NA
ENSG00000283379,100616303,MIR3688-2,NA
ENSG00000283432,124900883,U6,NA
ENSG00000283434,111064647,CSNKA2IP,CSNKA2IP
ENSG00000283468,100616234,MIR4454,NA
ENSG00000283473,100132146,FAM240A,FAM240A
ENSG00000283474,102465497,MIR6828,NA
ENSG00000283544,101930420,NA,NA
ENSG00000283550,100302267,MIR2054,NA
ENSG00000283646,105377068,LINC02009,NA
ENSG00000283666,124900885,U6,NA
ENSG00000283682,100616254,MIR548AH,NA
ENSG00000283706,29122,PRSS50,PRSS50
ENSG00000283726,100847079,MIR5193,NA
ENSG00000283792,100616193,MIR4453,NA
ENSG00000283848,102465526,MIR6872,NA
ENSG00000283894,100302212,MIR1324,NA
ENSG00000283958,100302143,MIR1248,NA
ENSG00000284121,406975,MIR198,NA
ENSG00000284134,693153,MIR568,NA
ENSG00000284146,100126321,MIR922,NA
ENSG00000284158,102466743,MIR6822,NA
ENSG00000284251,100313843,MIR711,NA
ENSG00000284253,100302290,MIR1973,NA
ENSG00000284276,100616358,MIR4800,NA
ENSG00000284364,102465495,MIR6824,NA
ENSG00000284421,102465667,MIR7110,NA
ENSG00000284463,442894,MIR302B,NA
ENSG00000284488,102465536,MIR6890,NA
ENSG00000284498,693149,MIR564,NA
ENSG00000284575,100616112,MIR4793,NA
ENSG00000284587,100126332,MIR943,NA
ENSG00000284684,128125818,NA,NA
ENSG00000284753,110599564,EEF1AKMT4,EEF1AKMT4
ENSG00000284862,339829,CCDC39,CCDC39
ENSG00000284917,110599583,EEF1AKMT4-ECE2,EEF1AKMT4-ECE2
ENSG00000285051,101928583,SLC7A14-AS1,NA
ENSG00000285336,101928882,NA,NA
ENSG00000285458,132989,C4orf36,NA
ENSG00000001084,2729,GCLC,GCLC
ENSG00000001167,4800,NFYA,NFYA
ENSG00000001561,22875,ENPP4,ENPP4
ENSG00000005700,25998,IBTK,IBTK
ENSG00000006837,51265,CDKL3,CDKL3
ENSG00000007866,7005,TEAD3,TEAD3
ENSG00000007944,29116,MYLIP,MYLIP
ENSG00000008083,3720,JARID2,JARID2
ENSG00000008196,7021,TFAP2B,TFAP2B
ENSG00000008197,83741,TFAP2D,TFAP2D
ENSG00000010017,10048,RANBP9,RANBP9
ENSG00000010030,51513,ETV7,ETV7
ENSG00000010704,3077,HFE,HFE
ENSG00000011083,6534,SLC6A7,SLC6A7
ENSG00000012660,60481,ELOVL5,ELOVL5
ENSG00000013375,5238,PGM3,PGM3
ENSG00000013392,112611,RWDD2A,RWDD2A
ENSG00000013561,9604,RNF14,RNF14
ENSG00000015479,9782,MATR3,MATR3
ENSG00000016082,3670,ISL1,ISL1
ENSG00000019582,972,CD74,CD74
ENSG00000021355,1992,SERPINB1,HEL57
ENSG00000022355,2554,GABRA1,GABRA1
ENSG00000023892,50619,DEF6,DEF6
ENSG00000024048,23304,UBR2,UBR2
ENSG00000025039,58528,RRAGD,RRAGD
ENSG00000026950,11119,BTN3A1,BTN3A1
ENSG00000027847,11285,B4GALT7,B4GALT7
ENSG00000028310,65980,BRD9,BRD9
ENSG00000030110,578,BAK1,BAK1
ENSG00000031003,51306,FAM13B,FAM13B
ENSG00000031691,55166,CENPQ,CENPQ
ENSG00000035499,55789,DEPDC1B,DEPDC1B
ENSG00000037241,51121,RPL26L1,RPL26L1
ENSG00000037280,2324,FLT4,FLT4
ENSG00000037474,54888,NSUN2,NSUN2
ENSG00000037749,4238,MFAP3,MFAP3
ENSG00000038002,175,AGA,AGA
ENSG00000038274,27430,MAT2B,MAT2B
ENSG00000038382,7204,TRIO,TRIO
ENSG00000038427,1462,VCAN,CSPG2
ENSG00000039123,23517,MTREX,MTREX
ENSG00000039139,1767,DNAH5,DNAH5
ENSG00000039319,9765,ZFYVE16,ZFYVE16
ENSG00000039537,729,C6,C6
ENSG00000039560,26064,RAI14,RAI14
ENSG00000039600,11063,SOX30,SOX30
ENSG00000040275,54908,SPDL1,SPDL1
ENSG00000040731,1008,CDH10,CDH10
ENSG00000043143,23338,JADE2,JADE2
ENSG00000043462,3937,LCP2,LCP2
ENSG00000044090,9820,CUL7,CUL7
ENSG00000044115,1495,CTNNA1,CTNNA1
ENSG00000047188,64848,YTHDC2,YTHDC2
ENSG00000047579,84062,DTNBP1,DTNBP1
ENSG00000048140,26262,TSPAN17,TSPAN17
ENSG00000048162,51491,NOP16,NOP16
ENSG00000048544,55173,MRPS10,MRPS10
ENSG00000048545,2978,GUCA1A,GUCA1A
ENSG00000049167,1161,ERCC8,ERCC8
ENSG00000049192,11174,ADAMTS6,ADAMTS6
ENSG00000049656,81037,CLPTM1L,CLPTM1L
ENSG00000049860,3074,HEXB,HEXB
ENSG00000049883,79810,PTCD2,PTCD2
ENSG00000050393,63933,MCUR1,MCUR1
ENSG00000050748,5601,MAPK9,MAPK9
ENSG00000050767,91522,COL23A1,COL23A1
ENSG00000051596,84321,THOC3,THOC3
ENSG00000053108,23105,FSTL4,FSTL4
ENSG00000054598,2296,FOXC1,FOXC1
ENSG00000055147,10827,FAM114A2,FAM114A2
ENSG00000055163,26999,CYFIP2,CYFIP2
ENSG00000056097,51663,ZFR,ZFR
ENSG00000058729,55781,RIOK2,RIOK2
ENSG00000061455,93166,PRDM6,PRDM6
ENSG00000061492,7478,WNT8A,WNT8A
ENSG00000062194,65056,GPBP1,GPBP1
ENSG00000063438,57491,AHRR,AHRR
ENSG00000064651,6558,SLC12A2,SLC12A2
ENSG00000064652,28966,SNX24,SNX24
ENSG00000064692,9627,SNCAIP,SNCAIP
ENSG00000064995,6882,TAF11,TAF11
ENSG00000064999,23294,ANKS1A,ANKS1A
ENSG00000065029,7629,ZNF76,ZNF76
ENSG00000065060,54887,BLTP3A,BLTP3A
ENSG00000065308,9697,TRAM2,TRAM2
ENSG00000065491,55633,TBC1D22B,TBC1D22B
ENSG00000065609,9892,SNAP91,SNAP91
ENSG00000065615,51167,CYB5R4,CYB5R4
ENSG00000065833,4199,ME1,ME1
ENSG00000066230,6550,SLC9A3,SLC9A3
ENSG00000066379,30834,POLR1H,POLR1H
ENSG00000066583,51015,ISOC1,ISOC1
ENSG00000067113,8611,PLPP1,PPAP2A
ENSG00000067248,54505,DHX29,DHX29
ENSG00000068796,3796,KIF2A,KIF2A
ENSG00000069011,5307,PITX1,PITX1
ENSG00000069018,57113,TRPC7,TRPC7
ENSG00000069020,375449,MAST4,MAST4
ENSG00000069122,221395,ADGRF5,ADGRF5
ENSG00000070193,2255,FGF10,FGF5A
ENSG00000070614,3340,NDST1,NDST1
ENSG00000070808,815,CAMK2A,CAMK2A
ENSG00000070814,6949,TCOF1,TCOF1
ENSG00000071539,9319,TRIP13,TRIP13
ENSG00000072364,27125,AFF4,AFF4
ENSG00000072571,3161,HMMR,HMMR
ENSG00000072682,8974,P4HA2,P4HA2
ENSG00000072786,6793,STK10,STK10
ENSG00000072803,23291,FBXW11,FBXW11
ENSG00000073578,6389,SDHA,SDHA
ENSG00000074276,54825,CDHR2,CDHR2
ENSG00000074317,6620,SNCB,SNCB
ENSG00000078295,108,ADCY2,ADCY2
ENSG00000078401,1906,EDN1,EDN1
ENSG00000078795,27039,PKD2L2,PKD2L2
ENSG00000079215,6507,SLC1A3,SLC1A3
ENSG00000079689,10590,SCGN,SCGN
ENSG00000079691,55604,CARMIL1,CARMIL1
ENSG00000079841,22999,RIMS1,RIMS1
ENSG00000080007,55510,DDX43,DDX43
ENSG00000080709,3781,KCNN2,KCNN2
ENSG00000081059,6932,TCF7,TCF7
ENSG00000081189,4208,MEF2C,MEF2C
ENSG00000081791,9812,DELE1,DELE1
ENSG00000081818,56131,PCDHB4,PCDHB4
ENSG00000081842,56142,PCDHA6,PCDHA6
ENSG00000081853,56113,PCDHGA2,PCDHGA2
ENSG00000082068,55100,WDR70,WDR70
ENSG00000082074,2533,FYB1,FYB1
ENSG00000082196,114899,C1QTNF3,C1QTNF3
ENSG00000082213,55322,C5orf22,C5orf22
ENSG00000082269,57579,FAM135A,FAM135A
ENSG00000082293,1310,COL19A1,COL19A1
ENSG00000082515,29093,MRPL22,MRPL22
ENSG00000082516,25929,GEMIN5,GEMIN5
ENSG00000083097,23033,DOP1A,DOP1A
ENSG00000083099,57226,LYRM2,LYRM2
ENSG00000083123,594,BCKDHB,BCKDHB
ENSG00000083312,3842,TNPO1,TNPO1
ENSG00000083720,5019,OXCT1,OXCT1
ENSG00000083857,2195,FAT1,FAT1
ENSG00000085231,102157402,AK6,AK6
ENSG00000085365,9522,SCAMP1,SCAMP1
ENSG00000086189,27292,DIMT1,DIMT1
ENSG00000086200,51194,IPO11,IPO11
ENSG00000086570,2196,FAT2,FAT2
ENSG00000086589,55696,RBM22,RBM22
ENSG00000087116,9509,ADAMTS2,ADAMTS2
ENSG00000087206,51720,UIMC1,UIMC1
ENSG00000088926,2160,F11,F11
ENSG00000091009,54439,RBM27,RBM27
ENSG00000091010,5459,POU4F3,POU4F3
ENSG00000092421,57556,SEMA6A,SEMA6A
ENSG00000094755,2568,GABRP,GABRP
ENSG00000094880,8697,CDC23,CDC23
ENSG00000095015,4214,MAP3K1,MAP3K1
ENSG00000095951,3096,HIVEP1,HIVEP1
ENSG00000095970,54209,TREM2,TREM2
ENSG00000095981,83795,KCNK16,KCNK16
ENSG00000096006,10321,CRISP3,CRISP3
ENSG00000096060,2289,FKBP5,FKBP5
ENSG00000096063,6732,SRPK1,SRPK1
ENSG00000096070,27154,BRPF3,BRPF3
ENSG00000096080,55168,MRPS18A,MRPS18A
ENSG00000096088,5225,PGC,PGC
ENSG00000096092,28978,TMEM14A,TMEM14A
ENSG00000096093,114327,EFHC1,EFHC1
ENSG00000096264,9436,NCR2,NCR2
ENSG00000096384,3326,HSP90AB1,HSP90AB1
ENSG00000096395,4295,MLN,MLN
ENSG00000096401,988,CDC5L,CDC5L
ENSG00000096433,3710,ITPR3,ITPR3
ENSG00000096654,7738,ZNF184,ZNF184
ENSG00000096696,1832,DSP,DSP
ENSG00000109536,2483,FRG1,FRG1
ENSG00000109674,55247,NEIL3,NEIL3
ENSG00000109762,83891,SNX25,SNX25
ENSG00000109771,55805,LRP2BP,LRP2BP
ENSG00000109775,55325,UFSP2,UFSP2
ENSG00000109794,25854,FAM149A,FAM149A
ENSG00000111799,1303,COL12A1,COL12A1
ENSG00000111801,10384,BTN3A3,BTN3A3
ENSG00000111802,51567,TDP2,TDP2
ENSG00000111837,4117,MAK,MAK
ENSG00000111843,51522,TMEM14C,TMEM14C
ENSG00000111845,55003,PAK1IP1,PAK1IP1
ENSG00000111846,2651,GCNT2,GCNT2
ENSG00000111850,57150,SMIM8,SMIM8
ENSG00000111859,4739,NEDD9,NEDD9
ENSG00000111863,84830,ADTRP,ADTRP
ENSG00000111880,8732,RNGTT,RNGTT
ENSG00000111886,2570,GABRR2,GABRR2
ENSG00000111913,9750,RIPOR2,RIPOR2
ENSG00000112033,5467,PPARD,PPARD
ENSG00000112039,2178,FANCE,FANCE
ENSG00000112041,7287,TULP1,TULP1
ENSG00000112053,116369,SLC26A8,SLC26A8
ENSG00000112062,1432,MAPK14,MAPK14
ENSG00000112077,6005,RHAG,RHAG
ENSG00000112078,222658,KCTD20,KCTD20
ENSG00000112079,11329,STK38,STK38
ENSG00000112081,6428,SRSF3,SRSF3
ENSG00000112115,3605,IL17A,IL17A
ENSG00000112116,112744,IL17F,IL17F
ENSG00000112118,4172,MCM3,MCM3
ENSG00000112130,9025,RNF8,RNF8
ENSG00000112137,221692,PHACTR1,PHACTR1
ENSG00000112139,266727,MDGA1,MDGA1
ENSG00000112144,22858,CILK1,ICK
ENSG00000112146,26268,FBXO9,FBXO9
ENSG00000112149,9308,CD83,CD83
ENSG00000112159,23195,MDN1,MDN1
ENSG00000112164,2740,GLP1R,GLP1R
ENSG00000112167,55776,SAYSD1,SAYSD1
ENSG00000112175,653,BMP5,BMP5
ENSG00000112182,60468,BACH2,BACH2
ENSG00000112183,221662,RBM24,RBM24
ENSG00000112186,10486,CAP2,CAP2
ENSG00000112195,79865,TREML2,TREML2
ENSG00000112200,26036,ZNF451,ZNF451
ENSG00000112208,9532,BAG2,BAG2
ENSG00000112210,51715,RAB23,RAB23
ENSG00000112212,222642,TSPO2,TSPO2
ENSG00000112232,202559,KHDRBS2,KHDRBS2
ENSG00000112242,1871,E2F3,E2F3
ENSG00000112245,7803,PTP4A1,PTP4A1
ENSG00000112273,154150,HDGFL1,HDGFL1
ENSG00000112280,1297,COL9A1,COL9A1
ENSG00000112293,2822,GPLD1,GPLD1
ENSG00000112294,7915,ALDH5A1,ALDH5A1
ENSG00000112304,55856,ACOT13,ACOT13
ENSG00000112305,60682,SMAP1,SMAP1
ENSG00000112308,81688,C6orf62,C6orf62
ENSG00000112309,135152,B3GAT2,B3GAT2
ENSG00000112312,51053,GMNN,GMNN
ENSG00000112337,10246,SLC17A2,SLC17A2
ENSG00000112343,10475,TRIM38,TRIM38
ENSG00000112462,81797,OR12D3,OR12D3
ENSG00000112473,7922,SLC39A7,SLC39A7
ENSG00000112511,5252,PHF1,PHF1
ENSG00000112514,51596,CUTA,CUTA
ENSG00000112559,4188,MDFI,MDFI
ENSG00000112561,7942,TFEB,TFEB
ENSG00000112576,896,CCND3,CCND3
ENSG00000112578,705,BYSL,BYSL
ENSG00000112599,2979,GUCA1B,GUCA1B
ENSG00000112619,5961,PRPH2,PRPH2
ENSG00000112624,23506,BICRAL,BICRAL
ENSG00000112640,5528,PPP2R5D,PPP2R5D
ENSG00000112651,51069,MRPL2,MRPL2
ENSG00000112655,5754,PTK7,PTK7
ENSG00000112658,6722,SRF,SRF
ENSG00000112659,23113,CUL9,CUL9
ENSG00000112667,10591,DNPH1,DNPH1
ENSG00000112679,56940,DUSP22,DUSP22
ENSG00000112685,55770,EXOC2,EXOC2
ENSG00000112695,1347,COX7A2,COX7A2
ENSG00000112697,55754,TMEM30A,TMEM30A
ENSG00000112699,2762,GMDS,GMDS
ENSG00000112701,26054,SENP6,SENP6
ENSG00000112706,3617,IMPG1,IMPG1
ENSG00000112715,7422,VEGFA,VEGFA
ENSG00000112739,8899,PRPF4B,PRPF4B
ENSG00000112742,7272,TTK,TTK
ENSG00000112759,2030,SLC29A1,SLC29A1
ENSG00000112763,11120,BTN2A1,BTN2A1
ENSG00000112773,55603,TENT5A,TENT5A
ENSG00000112782,53405,CLIC5,CLIC5
ENSG00000112796,59084,ENPP5,ENPP5
ENSG00000112799,9450,LY86,LY86
ENSG00000112812,10279,PRSS16,PRSS16
ENSG00000112818,4224,MEP1A,MEP1A
ENSG00000112837,9096,TBX18,TBX18
ENSG00000112851,55914,ERBIN,ERBIN
ENSG00000112852,56133,PCDHB2,PCDHB2
ENSG00000112855,23438,HARS2,HARS2
ENSG00000112874,83594,NUDT12,NUDT12
ENSG00000112877,55722,CEP72,CEP72
ENSG00000112893,4124,MAN2A1,MAN2A1
ENSG00000112902,9037,SEMA5A,SEMA5A
ENSG00000112936,730,C7,C7
ENSG00000112941,11044,TENT4A,TENT4A
ENSG00000112964,2690,GHR,GHR
ENSG00000112972,3157,HMGCS1,HMGCS1
ENSG00000112977,1611,DAP,DAP
ENSG00000112981,8382,NME5,NME5
ENSG00000112983,10902,BRD8,BRD8
ENSG00000112984,10112,KIF20A,KIF20A
ENSG00000112992,23530,NNT,NNT
ENSG00000112996,10884,MRPS30,MRPS30
ENSG00000113013,3313,HSPA9,HSPA9
ENSG00000113048,23107,MRPS27,MRPS27
ENSG00000113068,5201,PFDN1,PFDN1
ENSG00000113070,1839,HBEGF,HBEGF
ENSG00000113073,83697,SLC4A9,SLC4A9
ENSG00000113083,4015,LOX,LOX
ENSG00000113088,3003,GZMK,GZMK
ENSG00000113100,1007,CDH9,CDH9
ENSG00000113108,10307,APBB3,APBB3
ENSG00000113119,55374,TMCO6,TMCO6
ENSG00000113140,6678,SPARC,SPARC
ENSG00000113141,3550,IK,IK
